,cluster_lat,cluster_lon,plot_slope,plot_elevation,year,NFI_period,age,age_class,dbh,dbh_class,ba,height,h/d,life_precip_spring,life_precip_summer,life_precip_winter,life_tmax_spring,life_tmax_summer,life_tmean_spring,life_tmean_summer,life_tmin_spring,life_tmin_summer,past_30_precip_spring,past_30_precip_summer,past_30_precip_winter,past_30_tmax_spring,past_30_tmax_summer,past_30_tmean_spring,past_30_tmean_summer,past_30_tmin_spring,past_30_tmin_summer,past_5_precip_spring,past_5_precip_summer,past_5_precip_winter,past_5_tmax_spring,past_5_tmax_summer,past_5_tmean_spring,past_5_tmean_summer,past_5_tmin_spring,past_5_tmin_summer,previous_year,time_interval,dbh_incr_y,%dbh_incr_y,ba_incr_y,%ba_incr_y,height_incr,%height_incr_y,%age_incr,%vol_incr_y,plot_n_ha,plot_spec_count,plot_ba_prop,x_utm,y_utm
%ba_incr_y,0.35633738471525084,0.11649015524027655,-0.1955264963996618,-0.18516591172950758,-0.1466960569593304,-0.15216718937808457,-0.4624335221629127,-0.4487063897813021,-0.13778823619037336,-0.12484694957275644,-0.14685766839766076,-0.1964819786862047,0.026462014254021688,-0.3524582630452646,-0.31005253891018836,-0.34872415940491625,0.018561610810641428,0.03701702263027575,0.0007220633890396666,0.036074707960013316,-0.015562632944119248,0.04052755869296593,-0.368631876183996,-0.287799765794982,-0.3603085898117327,-0.018746780455669063,-0.02074273390614198,-0.023365100991907004,-0.017231176544284212,-0.027031756653692427,-0.009992342094963453,-0.32077486515136616,-0.3334810334319436,-0.27656771621315507,-0.03505492838881385,0.03304257651823069,-0.05853953572688308,0.016183936672798712,-0.07255717047984683,-0.03600005233202307,-0.17436246099229666,0.22953742501799307,0.7035814929702623,0.9982402972360406,0.3763860062940703,1.0,0.3770540224428925,0.6093402015087446,0.6094172708305553,0.9183495760060457,0.01925485348358917,-0.30703831661882647,-0.09066717047708935,0.10222320441252636,0.3561199663073243
height_incr,0.03121093439180891,0.14983598752526722,0.23594689561878465,0.07649652378589007,-0.08682169831535826,-0.05614395282286355,-0.11023258548331508,-0.12992948369196008,0.19380720558651038,0.22376811632999366,0.2526721994754528,0.2224124900799278,-0.021765180448766516,-0.08255452628131814,-0.08422033932860183,0.06365260491064403,-0.05613743551829477,-0.06926320371369321,-0.08109758340382747,-0.08034185767664316,-0.10206335748893738,-0.08825033204372068,-0.09291118808945628,-0.07251849553534165,0.0677571544122532,-0.09181040699775754,-0.10127778880065302,-0.09928942956102835,-0.10331543368125604,-0.10474742209796552,-0.09783028023777296,-0.06647986294017234,-0.08154769914629387,0.09289722322075875,-0.10159568789593555,-0.09015992021293869,-0.06697738151153323,-0.0786935085369216,-0.03790235425666257,-0.0866587363015204,-0.03584120306207674,-0.08639937117689557,0.3353367286107148,0.3787791849163962,0.29702278505846264,0.3770540224428925,1.0,0.8137778563668716,0.2881405958356367,0.5511529322797297,-0.13562985340962505,-0.08472749928707493,-0.06281048619092039,0.14622980181268577,0.033563961356488176
%height_incr_y,0.09085902363554654,0.14812948133544962,0.17041081301341357,0.011942799366330237,-0.1709073622666638,-0.1465232873813743,-0.45058712836663395,-0.47302651553264924,-0.22858597291457677,-0.20067241530576055,-0.12523659191125522,-0.2592914988115114,0.22250779289916162,-0.13421406376314018,-0.1395100576913694,-0.04247554029297433,-0.023325273233303828,-0.013510989044598656,-0.05276725339067652,-0.030788251442645503,-0.07835401011260176,-0.04362168556396347,-0.16134048867227976,-0.12347166536087956,-0.05810904558616697,-0.08303639917753243,-0.08743886858914926,-0.09208440955067221,-0.08870428274717247,-0.09938569415299592,-0.08515698772394785,-0.048052518132931925,-0.16801404445432877,0.03535365704752888,-0.06406691402623006,-0.05458810166975054,-0.0482067054419822,-0.03729824397272425,-0.03354821529597969,-0.0625437270615278,-0.1484887664314136,0.08534136952373052,0.2183126140026996,0.6094977113398667,0.02300064885439293,0.6093402015087446,0.8137778563668716,1.0,0.7092658637017112,0.792426097267157,0.18340835595625027,-0.1302043447953523,-0.08803108979807407,0.1438949544060437,0.09283291304039619
%age_incr,0.2016010167295832,-0.09288157963756741,-0.0062890778172430455,-0.23938613474033776,-0.3212028399302286,-0.3308705962374775,-0.7344940154922386,-0.7191671396728601,-0.5155212467797358,-0.523825162312458,-0.4454849694968319,-0.44790167294987265,0.46880838235847466,-0.16207313257279113,-0.2291047084015799,-0.15934887215012952,0.16104799801107403,0.2031415074683949,0.14859295276296164,0.1904832423475868,0.1365361764389465,0.17560837380009092,-0.17906308367001844,-0.2247281876425291,-0.20715903333822638,0.10054504965613845,0.11924434318070704,0.09178617757496535,0.11885140132727486,0.08300829839544989,0.11003895718011501,-0.05328146095954348,-0.27108684783666853,-0.05494104921008095,0.19245478008115083,0.20385177857336137,0.09723313154515914,0.1877882065825683,0.014755107385403256,0.09961316407492694,-0.34326731076186734,0.37216233764387796,0.05551047770342515,0.5945394703095028,-0.2106407300591065,0.6094172708305553,0.2881405958356367,0.7092658637017112,1.0,0.7701806614566709,0.3548977199050474,-0.15198238934428146,-0.19810189020161945,-0.10335929343992838,0.20034661202102344
%vol_incr_y,0.211296904662674,0.043444457599556695,-0.03916776208523146,-0.1490509521783361,-0.2522902742189122,-0.25291246932820943,-0.49579760288168784,-0.4895449742116339,-0.18977759570766095,-0.17162390061698246,-0.15698802455224792,-0.23285863170567944,0.11057682278865331,-0.2689110547109279,-0.27499379234882065,-0.23071949185081128,0.06678738272362086,0.07750839689646281,0.04608654877736604,0.07051789641604048,0.02714749695963959,0.066675456238771,-0.2857229830120938,-0.26357654387758434,-0.24927884028545505,0.016965569771967833,0.011820368470845916,0.005354994798105158,0.014917663160972669,-0.004748584201405125,0.01985417472183471,-0.2124268006080072,-0.31254074226926326,-0.12362818308296185,0.0640014644703745,0.07432504536092147,0.011018059767408836,0.06812173169231113,-0.030919443240704697,0.01618574988787329,-0.26838760115189436,0.28784268205027363,0.5081152475716907,0.9118944542849813,0.20260066861378812,0.9183495760060457,0.5511529322797297,0.792426097267157,0.7701806614566709,1.0,0.10283356201886756,-0.20952923899368542,-0.13908299920607892,0.035280796538557015,0.2111612795638384
plot_n_ha,0.14826896918187057,0.04802221206002439,-0.05320430123306453,-0.19426957052659222,0.020443029609963994,0.027599681666578706,-0.5035158113341343,-0.5020614425621809,-0.7237381246372366,-0.7284666535061856,-0.5715536779733058,-0.6837892215890479,0.5509554727772685,-0.2380277658006,-0.2526266197602177,-0.18389998365249985,0.2079256951650472,0.23698431516982324,0.19716539565684132,0.22307695071714176,0.18514324262725623,0.21163945523129485,-0.24265511218068767,-0.23866509502027222,-0.2210897650347593,0.16815594252482532,0.17557087687591458,0.16154197326890876,0.17709194964130331,0.15314165854482575,0.17825842756571808,-0.17348281427063178,-0.22879235385576074,-0.1598507625317952,0.18886704599229986,0.19865750789294923,0.18477841813115276,0.20383144714719628,0.16701839443132588,0.19205441476010335,0.07597653011023797,-0.08237261094701402,-0.40081598758760556,0.010469656812977813,-0.4788623908617294,0.01925485348358917,-0.13562985340962505,0.18340835595625027,0.3548977199050474,0.10283356201886756,1.0,-0.07576646745491478,-0.03190601357030126,0.04431891270873965,0.14752238474167095
plot_spec_count,-0.4729311867403467,-0.2593182523979664,0.17543401688231208,0.22758740568716856,-0.026031841374519256,-0.033626062564653406,0.22606969194142162,0.21407049436420364,0.1697485679476359,0.17411504164079236,0.20185584530322462,0.14355899643015163,-0.02962714215985913,0.2873285753631772,0.2546753548262879,0.1974655851901558,-0.020929534599105893,-0.009360200713825428,0.013972843086307939,-0.012594407977419153,0.04759424442593926,-0.012856108865930416,0.32521962763396156,0.23704090322815438,0.2119529963989139,-0.003747427868991851,0.029786691214329267,0.024385686343774273,0.028859475816837357,0.0513035093252316,0.02821745826230036,0.29419296278845447,0.22362713675262647,0.15538624893693684,-0.04062014378171446,-0.006696759372288961,0.008643590097974125,0.01470944997748216,0.051548428169588364,0.06364972742782407,0.18165758657232053,-0.2347966096909634,-0.314253843567939,-0.3025739761135577,-0.19201952695238841,-0.30703831661882647,-0.08472749928707493,-0.1302043447953523,-0.15198238934428146,-0.20952923899368542,-0.07576646745491478,1.0,-0.10646232688611869,-0.2519596844659792,-0.4744230569986799
plot_ba_prop,0.03735580072315623,-0.011969330832851652,-0.06173008950216192,0.04523371975764874,0.03489847803646243,0.05070044247586266,-0.051489760439228115,-0.028108832385568352,-0.013485864291299363,-0.01210088526648898,-0.019888697923123328,-0.272274406876179,-0.3586444298845613,0.10498626656517963,0.0677039605502439,0.10651383350489715,-0.0592057217817532,-0.07132276910984015,-0.07000360070642737,-0.07332092109657923,-0.08002303626269056,-0.08609014561927585,0.05757507602841842,0.059560522119095294,0.07759482227830505,-0.06077334201583022,-0.07633334212675079,-0.07780456587339815,-0.07680709384202708,-0.09404743067157187,-0.08782392149391775,0.002590991587733661,0.05343237993244574,0.08470030052405664,0.04071385867842412,-0.0730959745105554,-0.02933655947615907,-0.0664797201155518,-0.08904015714822036,-0.0738014083037458,-0.23136692789554839,0.25240460461079606,-0.008745352147534776,-0.08845989390811712,-0.02321105603926999,-0.09066717047708935,-0.06281048619092039,-0.08803108979807407,-0.19810189020161945,-0.13908299920607892,-0.03190601357030126,-0.10646232688611869,1.0,-0.01073904229298547,0.037997386732591336
x_utm,0.3614576457470249,0.999245598060471,-0.26840625918187144,-0.18010324386079563,0.17886249297582058,0.19131137653906355,0.06316758135200816,0.05905645499152962,0.02810805755632856,0.030097734143769813,0.07728326118554368,-0.062464511487529746,0.006313904659517645,-0.22028785606940468,-0.030996915423701688,-0.3635795614403956,0.11859690561329576,0.11918574732641096,0.04208331655209583,0.12794598972278182,-0.03238025910805819,0.13755906327715242,-0.258638847896787,-0.008947059589806664,-0.352918346193122,0.14164459017835818,0.11108880525976826,0.0697742147005995,0.10962521348261885,-0.0012780976057114822,0.1131019694546474,-0.22649111268969352,0.016217468048016364,-0.26009490687361747,0.12154155060557631,0.12783087759180242,0.10330104881797535,0.15706697804203926,0.07926263780317333,0.15383766525282633,-0.09994412641653933,0.1320742068463296,0.12222283882272995,0.09806352890229957,0.17710586891647756,0.10222320441252636,0.14622980181268577,0.1438949544060437,-0.10335929343992838,0.035280796538557015,0.04431891270873965,-0.2519596844659792,-0.01073904229298547,1.0,0.37288421340129935
y_utm,0.9998732953406586,0.39201204113791355,-0.41550033224969746,-0.7295594534421553,0.19832019611668442,0.20050592499302097,-0.20396134228139318,-0.1828355916619711,-0.12250591580102738,-0.14124466153725787,-0.09562693179144725,-0.2450511135739245,-0.029842555256394263,-0.6886564217815528,-0.5941403133560509,-0.5129002343179316,0.2871441248582043,0.26618874851749025,0.24660773550765058,0.282943231169611,0.20488002850274104,0.2964922671680673,-0.7268810561348107,-0.5781896175180002,-0.5121302828111848,0.27861425592497785,0.23002017566108518,0.24965431468977062,0.2370408895819983,0.21843268871488125,0.24357710903997118,-0.6362104561575007,-0.5359493125011641,-0.4518619405932688,0.23807242432611317,0.26277741359652523,0.23248244957551378,0.24691100564431526,0.20974310527123133,0.18413174403445612,-0.2586208110056379,0.24924282831053585,0.3107193598529242,0.34899878508644444,0.1964109785953335,0.3561199663073243,0.033563961356488176,0.09283291304039619,0.20034661202102344,0.2111612795638384,0.14752238474167095,-0.4744230569986799,0.037997386732591336,0.37288421340129935,1.0
